CIDs00002031	adiphenine	CCN(CC)CCOC(=O)C(C1=CC=CC=C1)C2=CC=CC=C2
CIDs00002082	albendazole	CCCSC1=CC2=C(C=C1)N=C(N2)NC(=O)OC
CIDs00002083	salbutamol	CC(C)(C)NCC(C1=CC(=C(C=C1)O)CO)O
CIDs00002085	AC1L1CVU	CCC(=O)OCC(=O)C1(C(CC2C1(CC(C3C2C(CC4=CC(=O)C=CC34C)Cl)O)C)C)OC(=O)CC
CIDs00002088	alendronate	C(CC(O)(P(=O)(O)O)P(=O)(O)O)CN
CIDs00002090	alexidine	CCCCC(CC)CN=C(N)NC(=NCCCCCCN=C(N)NC(=NCC(CC)CCCC)N)N
CIDs00002091	alpha-D3	CC(C)CCCC(C)C1CCC2C1(CCCC2=CC=C3CC(CC(C3=C)O)O)C
CIDs00002092	alfuzosin	CN(CCCNC(=O)C1CCCO1)C2=NC3=CC(=C(C=C3C(=N2)N)OC)OC
CIDs00002094	allopurinol	C1=C2C(=NC=NC2=O)NN1
CIDs00002119	alprenolol	CC(C)NCC(COC1=CC=CC=C1CC=C)O
CIDs00002122	altizide	C=CCSCC1NC2=CC(=C(C=C2S(=O)(=O)N1)S(=O)(=O)N)Cl
CIDs00002123	hexamethylmelamine	CN(C)C1=NC(=NC(=N1)N(C)C)N(C)C
CIDs00002130	amantadine	C1C2CC3CC1CC(C2)(C3)N
CIDs00002132	ambroxol	C1CC(CCC1NCC2=CC(=CC(=C2N)Br)Br)O
CIDs00002133	Amciderm	CC(=O)OCC(=O)C12C(CC3C1(CC(C4(C3CCC5=CC(=O)C=CC54C)F)O)C)OC6(O2)CCCC6
CIDs00002141	amifostine	C(CN)CNCCSP(=O)(O)O
CIDs00002142	selemycin	C1C(C(C(C(C1NC(=O)C(CCN)O)OC2C(C(C(C(O2)CO)O)N)O)O)OC3C(C(C(C(O3)CN)O)O)O)N
CIDs00002145	aminoglutethimide	CCC1(CCC(=O)NC1=O)C2=CC=C(C=C2)N
CIDs00002148	p-aminohippurate	C1=CC(=CC=C1C(=O)NCC(=O)O)N
CIDs00002151	4-aminoantipyrine	CC1=C(C(=O)N(N1C)C2=CC=CC=C2)N
CIDs00002153	theophylline	CN1C2=C(C(=O)N(C1=O)C)NC=N2
CIDs00002156	amiodarone	CCCCC1=C(C2=CC=CC=C2O1)C(=O)C3=CC(=C(C(=C3)I)OCC[NH+](CC)CC)I
CIDs00002158	AC1L1D1U	CC1(OC2C(C(OC2O1)C(CO)O)OCCCN(C)C)C
CIDs00002159	amisulpride	CCN1CCCC1CNC(=O)C2=CC(=C(C=C2OC)N)S(=O)(=O)CC
CIDs00002160	amitriptyline	CN(C)CCC=C1C2=CC=CC=C2CCC3=CC=CC=C31
CIDs00002162	amlodipine	CCOC(=O)C1=C(NC(=C(C1C2=CC=CC=C2Cl)C(=O)OC)C)COCCN
CIDs00002165	amodiaquine	CCN(CC)CC1=C(C=CC(=C1)NC2=C3C=CC(=CC3=NC=C2)Cl)O
CIDs00002170	amoxapine	C1CN(CCN1)C2=NC3=CC=CC=C3OC4=C2C=C(C=C4)Cl
CIDs00002171	sodium amoxicillin	CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=C(C=C3)O)N)C(=O)O)C
CIDs00002172	AC1MXB9R	C1C2N(C1=O)C(C(=CCO)O2)C(=O)O
CIDs00002173	sodium ampicillin	CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)N)C(=O)[O-])C
CIDs00002178	amprolium	CCCC1=NC=C(C(=N1)N)C[N+]2=CC=CC=C2C
CIDs00002187	anastrozole	CC(C)(C#N)C1=CC(=CC(=C1)CN2C=NC=N2)C(C)(C)C#N
CIDs00002194	trithio	COC1=CC=C(C=C1)C2=CC(=S)SS2
CIDs00002196	aniracetam	COC1=CC=C(C=C1)C(=O)N2CCCC2=O
CIDs00002200	antazoline	C1CN=C(N1)CN(CC2=CC=CC=C2)C3=CC=CC=C3
CIDs00002202	dithranol	C1C2=C(C(=CC=C2)O)C(=O)C3=C1C=CC=C3O
CIDs00002206	antipyrine	CC1=CC(=O)N(N1C)C2=CC=CC=C2
CIDs00002215	10,11-dihydroxyaporphine	CN1CCC2=CC=CC3=C2C1CC4=C3C(=C(C=C4)O)O
CIDs00002232	AC1Q5QXC	CC1CCN(C(C1)C(=O)O)C(=O)C(CCCN=C(N)N)NS(=O)(=O)C2=CC=CC3=C2NCC(C3)C
CIDs00002240	(+)-Arteannuin	CC1CCC2C(C(=O)OC3C24C1CCC(O3)(OO4)C)C
CIDs00002244	aspirin	CC(=O)OC1=CC=CC=C1C(=O)O
CIDs00002247	astemizole	COC1=CC=C(C=C1)CCN2CCC(CC2)NC3=NC4=CC=CC=C4N3CC5=CC=C(C=C5)F
CIDs00002249	atenolol	CC(C)NCC(COC1=CC=C(C=C1)CC(=O)N)O
CIDs00002250	AC1L1D9C	CC(C)C1=C(C(=C(N1CCC(CC(CC(=O)O)O)O)C2=CC=C(C=C2)F)C3=CC=CC=C3)C(=O)NC4=CC=CC=C4
CIDs00002254	AC1L1D9R	CC(C)CC(=O)OC1C(C(C(OC1OC2CC(C3CCC45CC(CCC4C3(C2)C)C(=C)C5O)C(=O)O)CO)OS(=O)(=O)[O-])OS(=O)(=O)[O-]
CIDs00002262	AC1L1DAC	CCC(C)C1C(C=CC2(O1)CC3CC(O2)CC=C(C(C(C=CC=C4COC5C4(C(C=C(C5O)C)C(=O)O3)O)C)OC6CC(C(C(O6)C)OC7CC(C(C(O7)C)O)OC)OC)C)C
CIDs00002265	azathioprine	CN1C=NC(=C1SC2=NC=NC3=C2NC=N3)[N+](=O)[O-]
CIDs00002267	azelastine	CN1CCCC(CC1)N2C(=O)C3=CC=CC=C3C(=N2)CC4=CC=C(C=C4)Cl
CIDs00002269	zithromycin	CCC1C(C(C(N(CC(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)O)(C)OC)C)OC3C(C(CC(O3)C)N(C)C)O)(C)O)C)C)C)O)(C)O
CIDs00002270	AC1Q5R6T	CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)NC(=O)N4CCNC4=O)C(=O)[O-])C
CIDs00002274	azthreonam	CC1C(C(=O)N1S(=O)(=O)O)NC(=O)C(=NOC(C)(C)C(=O)O)C2=CSC(=N2)N
CIDs00002282	AC1O4W7S	CCOC(=O)OC(C)OC(=O)C1C(SC2N1C(=O)C2NC(=O)C(C3=CC=CC=C3)N)(C)C
CIDs00002284	baclofen	C1=CC(=CC=C1C(CC(=O)O)CN)Cl
CIDs00002307	Dipropionate Beclomethasone	CCC(=O)OCC(=O)C1(C(CC2C1(CC(C3(C2CCC4=CC(=O)C=CC43C)Cl)O)C)C)OC(=O)CC
CIDs00002310	bemegride	CCC1(CC(=O)NC(=O)C1)C
CIDs00002311	benazepril hydrochloride	CCOC(=O)C(CCC1=CC=CC=C1)NC2CCC3=CC=CC=C3N(C2=O)CC(=O)O
CIDs00002315	bendrofluazide	C1=CC=C(C=C1)CC2NC3=C(C=C(C(=C3)C(F)(F)F)S(=O)(=O)N)S(=O)(=O)N2
CIDs00002318	benfluorex	CC(CC1=CC(=CC=C1)C(F)(F)F)NCCOC(=O)C2=CC=CC=C2
CIDs00002320	8088 C.B	CC1=NC=C(C(=N1)N)CN(C=O)C(=C(CCOP(=O)(O)O)SC(=O)C2=CC=CC=C2)C
CIDs00002327	benserazide	C1=CC(=C(C(=C1CNNC(=O)C(CO)N)O)O)O
CIDs00002333	benzbromarone	CCC1=C(C2=CC=CC=C2O1)C(=O)C3=CC(=C(C(=C3)Br)O)Br
CIDs00002335	hyamine	CC(C)(C)CC(C)(C)C1=CC=C(C=C1)OCCOCC[N+](C)(C)CC2=CC=CC=C2
CIDs00002337	benzocaine	CCOC(=O)C1=CC=C(C=C1)N
CIDs00002343	benzthiazide	C1=CC=C(C=C1)CSCC2=NS(=O)(=O)C3=CC(=C(C=C3N2)Cl)S(=O)(=O)N
CIDs00002344	benztropine mesylate	CN1C2CCC1CC(C2)OC(C3=CC=CC=C3)C4=CC=CC=C4
CIDs00002349	penicillin	CC1(C(N2C(S1)C(C2=O)NC(=O)CC3=CC=CC=C3)C(=O)O)C
CIDs00002351	bepridil	CC(C)COCC(CN(CC1=CC=CC=C1)C2=CC=CC=C2)N3CCCC3
CIDs00002366	betahistine	CNCCC1=CC=CC=N1
CIDs00002369	betaxolol	CC(C)NCC(COC1=CC=C(C=C1)CCOCC2CC2)O
CIDs00002370	bethanechol	CC(C[N+](C)(C)C)OC(=O)N
CIDs00002375	bicalutamide	CC(CS(=O)(=O)C1=CC=C(C=C1)F)(C(=O)NC2=CC(=C(C=C2)C#N)C(F)(F)F)O
CIDs00002378	bifonazole	C1=CC=C(C=C1)C2=CC=C(C=C2)C(C3=CC=CC=C3)N4C=CN=C4
CIDs00002381	biperiden	C1CCN(CC1)CCC(C2CC3CC2C=C3)(C4=CC=CC=C4)O
CIDs00002391	lacO	CC(=O)OC1=CC=C(C=C1)C(C2=CC=C(C=C2)OC(=O)C)C3=CC=CC=N3
CIDs00002405	bisoprolol	CC(C)NCC(COC1=CC=C(C=C1)COCCOC(C)C)O
CIDs00002431	bretylium	CC[N+](C)(C)CC1=CC=CC=C1Br
CIDs00002442	bromhexine	CN(CC1=CC(=CC(=C1N)Br)Br)C2CCCCC2
CIDs00002443	AC1L1DOT	CC(C)CC1C(=O)N2CCCC2C3(N1C(=O)C(O3)(C(C)C)NC(=O)C4CN(C5CC6=C(NC7=CC=CC(=C67)C5=C4)Br)C)O
CIDs00002446	bromopride	CCN(CC)CCNC(=O)C1=CC(=C(C=C1OC)N)Br
CIDs00002448	bromperidol	C1CN(CCC1(C2=CC=C(C=C2)Br)O)CCCC(=O)C3=CC=C(C=C3)F
CIDs00002462	Turbuhaler	CCCC1OC2CC3C4CCC5=CC(=O)C=CC5(C4C(CC3(C2(O1)C(=O)CO)C)O)C
CIDs00002466	bufexamac	CCCCOC1=CC=C(C=C1)CC(=O)NO
CIDs00002467	buflomedil	COC1=CC(=C(C(=C1)OC)C(=O)CCCN2CCCC2)OC
CIDs00002471	bumetanide	CCCCNC1=C(C(=CC(=C1)C(=O)O)S(=O)(=O)N)OC2=CC=CC=C2
CIDs00002474	bupivacaine	CCCCN1CCCCC1C(=O)NC2=C(C=CC=C2C)C
CIDs00002477	buspirone	C1CCC2(C1)CC(=O)N(C(=O)C2)CCCCN3CCN(CC3)C4=NC=CC=N4
CIDs00002478	busulfan	CS(=O)(=O)OCCCCOS(=O)(=O)C
CIDs00002480	butacaine	CCCCN(CCCC)CCCOC(=O)C1=CC=C(C=C1)N
CIDs00002481	profundal	CC(C)CC1(C(=O)NC(=O)NC1=O)CC=C
CIDs00002482	butamben	CCCCOC(=O)C1=CC=C(C=C1)N
CIDs00002484	butenafine	CC(C)(C)C1=CC=C(C=C1)CN(C)CC2=CC=CC3=CC=CC=C32
CIDs00002519	caffeine	CN1C=NC2=C1C(=O)N(C(=O)N2C)C
CIDs00002520	verapamil	CC(C)C(CCCN(C)CCC1=CC(=C(C=C1)OC)OC)(C#N)C2=CC(=C(C=C2)OC)OC
CIDs00002522	Divonex	CC(C=CC(C1CC1)O)C2CCC3C2(CCCC3=CC=C4CC(CC(C4=C)O)O)C
CIDs00002538	S)-camptothecin	CCC1(C2=C(COC1=O)C(=O)N3CC4=CC5=CC=CC=C5N=C4C3=C2)O
CIDs00002541	candesartan	CCOC1=NC2=CC=CC(=C2N1CC3=CC=C(C=C3)C4=CC=CC=C4C5=NNN=N5)C(=O)O
CIDs00002550	(-)-Captopril	CC(CS)C(=O)N1CCCC1C(=O)O
CIDs00002551	carbachol	C[N+](C)(C)CCOC(=O)N
CIDs00002553	AGPs) carbadox	COC(=O)N=NC=C1C=[N+](C2=CC=CC=C2N1O)[O-]
CIDs00002554	carbamazepine	C1=CC=C2C(=C1)C=CC3=CC=CC=C3N2C(=O)N
CIDs00002561	Duogastrone	CC1(C2CCC3(C(C2(CCC1OC(=O)CCC(=O)O)C)C(=O)C=C4C3(CCC5(C4CC(CC5)(C)C(=O)O)C)C)C)C
CIDs00002562	carbetapentane	CCN(CC)CCOCCOC(=O)C1(CCCC1)C2=CC=CC=C2
CIDs00002563	adjunct to levodopa in Parkinsonism	CC(CC1=CC(=C(C=C1)O)O)(C(=O)O)NN
CIDs00002564	carbinoxamine	CN(C)CCOC(C1=CC=C(C=C1)Cl)C2=CC=CC=N2
CIDs00002576	carisoprodol	CCCC(C)(COC(=O)N)COC(=O)NC(C)C
CIDs00002581	carprofen	CC(C1=CC2=C(C=C1)C3=C(N2)C=CC(=C3)Cl)C(=O)O
CIDs00002583	carteolol	CC(C)(C)NCC(COC1=CC=CC2=C1CCC(=O)N2)O
CIDs00002585	carvedilol	COC1=CC=CC=C1OCCNCC(COC2=CC=CC3=C2C4=CC=CC=C4N3)O
CIDs00002609	alfacet	C1C(=C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)N)C(=O)O)Cl
CIDs00002610	cephadroxil	CC1=C(N2C(C(C2=O)NC(=O)C(C3=CC=C(C=C3)O)N)SC1)C(=O)O
CIDs00002612	AC1L1E2H	CC(=O)OCC1=C(N2C(C(C2=O)NC(=O)CC3=CC=CS3)SC1)C(=O)O
CIDs00002617	sodium cefazolin	CC1=NN=C(S1)SCC2=C(N3C(C(C3=O)NC(=O)CN4C=NN=N4)SC2)C(=O)[O-]
CIDs00002622	AC1L1E3B	C[N+]1(CCCC1)CC2=C(N3C(C(C3=O)NC(=O)C(=NOC)C4=CSC(=N4)N)SC2)C(=O)[O-]
CIDs00002625	AC1L1E3K	CN1C(=NN=N1)SCC2=C(N3C(C(C3=O)(NC(=O)CSCC#N)OC)SC2)C(=O)[O-]
CIDs00002629	Cefoperazin	CCN1CCN(C(=O)C1=O)C(=O)NC(C2=CC=C(C=C2)O)C(=O)NC3C4N(C3=O)C(=C(CS4)CSC5=NN=NN5C)C(=O)[O-]
CIDs00002631	AC1O7G8N	CC(=O)OCC1=C(N2C(C(C2=O)NC(=O)C(=NOC)C3=CSC(=N3)N)SC1)C(=O)[O-]
CIDs00002635	AC1L1E4B	CN(C)CCN1C(=NN=N1)SCC2=C(N3C(C(C3=O)NC(=O)CC4=CSC(=N4)N)SC2)C(=O)O
CIDs00002637	cefoxitin sodium	COC1(C2N(C1=O)C(=C(CS2)COC(=O)N)C(=O)[O-])NC(=O)CC3=CC=CS3
CIDs00002648	NSC758163	C1C(=C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)S(=O)(=O)[O-])C(=O)[O-])C[N+]4=CC=C(C=C4)C(=O)N
CIDs00002650	C2225	CC(C)(C(=O)O)ON=C(C1=CSC(=N1)N)C(=O)NC2C3N(C2=O)C(=C(CS3)C[N+]4=CC=CC=C4)C(=O)[O-]
CIDs00002658	Oraxim	CON=C(C1=CC=CO1)C(=O)NC2C3N(C2=O)C(=C(CS3)COC(=O)N)C(=O)[O-]
CIDs00002662	celecoxib	CC1=CC=C(C=C1)C2=CC(=NN2C3=CC=C(C=C3)S(=O)(=O)N)C(F)(F)F
CIDs00002663	celiprolol	CCN(CC)C(=O)NC1=CC(=C(C=C1)OCC(CNC(C)(C)C)O)C(=O)C
CIDs00002675	AC1L1E7K	C=CC1=C(N2C(C(C2=O)NC(=O)C(=NOCC(=O)O)C3=CSC(=N3)N)SC1)C(=O)O
CIDs00002678	cetirizine	C1CN(CCN1CCOCC(=O)O)C(C2=CC=CC=C2)C3=CC=C(C=C3)Cl
CIDs00002708	chlorambucil	C1=CC(=CC=C1CCCC(=O)O)N(CCCl)CCCl
CIDs00002710	chlorcyclizine	CN1CCN(CC1)C(C2=CC=CC=C2)C3=CC=C(C=C3)Cl
CIDs00002713	chlorhexidine (CHX	C1=CC(=CC=C1NC(=NC(=NCCCCCCN=C(N)N=C(N)NC2=CC=C(C=C2)Cl)N)N)Cl
CIDs00002714	chlormadinone acetate (CMA	CC(=O)C1(CCC2C1(CCC3C2C=C(C4=CC(=O)CCC34C)Cl)C)OC(=O)C
CIDs00002717	chlormezanone	CN1C(S(=O)(=O)CCC1=O)C2=CC=C(C=C2)Cl
CIDs00002719	chloroquine	CCN(CC)CCCC(C)NC1=C2C=CC(=CC2=NC=C1)Cl
CIDs00002720	thiazide	C1=C2C(=CC(=C1Cl)S(=O)(=O)N)S(=O)(=O)N=CN2
CIDs00002722	halquinol	C1=CC2=C(C(=C(C=C2Cl)Cl)O)N=C1
CIDs00002724	chlorphenesin carbamate	C1=CC(=CC=C1OCC(COC(=O)N)O)Cl
CIDs00002725	chlorpheniramine	CN(C)CCC(C1=CC=C(C=C1)Cl)C2=CC=CC=N2
CIDs00002726	chlorpromazine	CN(C)CCCN1C2=CC=CC=C2SC3=C1C=C(C=C3)Cl
CIDs00002727	chlorpropamide	CCCNC(=O)NS(=O)(=O)C1=CC=C(C=C1)Cl
CIDs00002729	chloroprothixene	CN(C)CCC=C1C2=CC=CC=C2SC3=C1C=C(C=C3)Cl
CIDs00002732	chlorthalidone	C1=CC=C2C(=C1)C(=O)NC2(C3=CC(=C(C=C3)Cl)S(=O)(=O)N)O
CIDs00002733	stealth	C1=CC2=C(C=C1Cl)NC(=O)O2
CIDs00002752	Cinildipine	CC1=C(C(C(=C(N1)C)C(=O)OCC=CC2=CC=CC=C2)C3=CC(=CC=C3)[N+](=O)[O-])C(=O)OCCOC
CIDs00002754	cilostazol	C1CCC(CC1)N2C(=NN=N2)CCCCOC3=CC4=C(C=C3)NC(=O)CC4
CIDs00002756	cimetidine	CC1=C(N=CN1)CSCCNC(=NC)NC#N
CIDs00002761	process in E	C1CN(CCN1CC=CC2=CC=CC=C2)C(C3=CC=CC=C3)C4=CC=CC=C4
CIDs00002762	cinoxacin	CCN1C2=CC3=C(C=C2C(=O)C(=N1)C(=O)O)OCO3
CIDs00002763	ciprofibrate	CC(C)(C(=O)O)OC1=CC=C(C=C1)C2CC2(Cl)Cl
CIDs00002764	ciprofloxacin	C1CC1N2C=C(C(=O)C3=CC(=C(C=C32)N4CCNCC4)F)C(=O)O
CIDs00002769	cisapride	COC1CN(CCC1NC(=O)C2=CC(=C(C=C2OC)N)Cl)CCCOC3=CC=C(C=C3)F
CIDs00002771	citalopram	CN(C)CCCC1(C2=C(CO1)C=C(C=C2)C#N)C3=CC=C(C=C3)F
CIDs00002780	clebopride	COC1=CC(=C(C=C1C(=O)NC2CCN(CC2)CC3=CC=CC=C3)Cl)N
CIDs00002781	NSC293370	CC(C1=CC=CC=C1)(C2=CC=C(C=C2)Cl)OCCC3CCCN3C
CIDs00002782	clemizole	C1CCN(C1)CC2=NC3=CC=CC=C3N2CC4=CC=C(C=C4)Cl
CIDs00002783	clenbuterol	CC(C)(C)NCC(C1=CC(=C(C(=C1)Cl)N)Cl)O
CIDs00002784	clidinium bromide	C[N+]12CCC(CC1)C(C2)OC(=O)C(C3=CC=CC=C3)(C4=CC=CC=C4)O
CIDs00002786	clindamycin-2-dihydrogenphosphate	CCCC1CC(N(C1)C)C(=O)NC(C2C(C(C(C(O2)SC)O)O)O)C(C)Cl
CIDs00002788	clioquinol	C1=CC2=C(C(=C(C=C2Cl)I)O)N=C1
CIDs00002791	clobetasol-17-propionate	CCC(=O)OC1(C(CC2C1(CC(C3(C2CCC4=CC(=O)C=CC43C)F)O)C)C)C(=O)CCl
CIDs00002794	clofazimine	CC(C)N=C1C=C2C(=NC3=CC=CC=C3N2C4=CC=C(C=C4)Cl)C=C1NC5=CC=C(C=C5)Cl
CIDs00002796	clofibrate	CCOC(=O)C(C)(C)OC1=CC=C(C=C1)Cl
CIDs00002797	fibrates	CC(C)(C(=O)O)OC1=CC=C(C=C1)Cl
CIDs00002798	clofilium	CCCCCCC[N+](CC)(CC)CCCCC1=CC=C(C=C1)Cl
CIDs00002800	NSC35770	CCN(CC)CCOC1=CC=C(C=C1)C(=C(C2=CC=CC=C2)Cl)C3=CC=CC=C3
CIDs00002801	clomipramine	CN(C)CCCN1C2=CC=CC=C2CCC3=C1C=C(C=C3)Cl
CIDs00002803	clonidine	C1CN=C(N1)NC2=C(C=CC=C2Cl)Cl
CIDs00002804	clopamide	CC1CCCC(N1NC(=O)C2=CC(=C(C=C2)Cl)S(=O)(=O)N)C
CIDs00002805	cloperastine	C1CCN(CC1)CCOC(C2=CC=CC=C2)C3=CC=C(C=C3)Cl
CIDs00002812	clotrimazole	C1=CC=C(C=C1)C(C2=CC=CC=C2)(C3=CC=CC=C3Cl)N4C=CN=C4
CIDs00002813	AC1Q5V3E	CC1=C(C(=NO1)C2=CC=CC=C2Cl)C(=O)NC3C4N(C3=O)C(C(S4)(C)C)C(=O)[O-]
CIDs00002818	clozapine	CN1CCN(CC1)C2=C3C=CC=CC3=NC4=C(N2)C=C(C=C4)Cl
CIDs00002833	colchine	CC(=O)NC1CCC2=CC(=C(C(=C2C3=CC=C(C(=O)C=C13)OC)OC)OC)OC
CIDs00002854	NSC281245	CCC(C)C(=O)OC1CCC=C2C1C(C(C=C2)C)CCC3CC(CC(=O)O3)O
CIDs00002866	beta-yohimbine	COC(=O)C1C(CCC2C1CC3C4=C(CCN3C2)C5=CC=CC=C5N4)O
CIDs00002881	sodium cromoglycate	C1=CC2=C(C(=C1)OCC(COC3=CC=CC4=C3C(=O)C=C(O4)C(=O)[O-])O)C(=O)C=C(O2)C(=O)[O-]
CIDs00002883	eurax lotion	CCN(C1=CC=CC=C1C)C(=O)C=CC
